id,type,text1,text2,text3,notes
PLSP_aberration,SHIP,"光行差级驱逐舰是一种经济适用的主流驱逐舰，以远高于绝大部分舰船的高压抵抗能力而闻名于所有与北极星为敌的势力之中。

为了弥补作为主力驱逐舰而并不出彩的缺陷，这种保守的舰船采用了更多导弹武器槽位以降低对幅能的依赖，而以此为出发点所设计的一套复杂武器系统，允许它同时使用多种类型的实弹或能量武器。它还附带了一套高度压缩而直连控制系统的通用时流设备，以减少在战线上的额外压力。

在性能方面似乎并无出众之处，但是它压倒性的成本优势和易于组装的特点，使之能以数量优势完胜任何挑战大规模编入光行差级驱逐舰的对手。",,,
PLSP_blazar,SHIP,"并非活跃在正面战场上的角色，这种轻量级驱逐舰保有灵活的周转能力和追击与敌后袭扰的优势，在驱逐小型舰船时效果拔群。

在所有北极星当代设计中最早搭载辅助性战术系统的前瞻性设计，耀变体级最初的定位是斥候而非战士。它优越的机动性和高度可定制的武器阵列，配合效率远超该势力舰船平均水平的高水准护盾发生器，能够确保它从任何险境安然回归，并在途中引发不小的混乱。

尽管有着种种好处，它依然并不是能和敌方集团正面对抗的主力，这是对于任何一位有幸能驾驶它的舰长的金科玉律。",,,
PLSP_zodiac,SHIP,"黄道带级运输舰是一种综合了载货与运油功能的庞大载具，在低速的不利条件下保有了普遍超出其规模平均水平的后勤维持能力。

不惜大规模运用空间膜调配器以压缩稳定货物空间所带来的是同体积下难以企及的存储能力，尽管这意味着在大尺度地图下的旅行速度遭到稳定器的限制。但这对于一艘综合性运输舰来说都是值得的。

尽管它的武装阵列的存在只保留其象征意义，对于引擎部分的防护依然足以让从它一些不太危险的区域安然离开。",,,
PLSP_quasar,SHIP,"主动打破了火力与防御之间的平衡的精英巡洋舰，它往往是一支注重机动性的特遣队的底牌。类星体级巡洋舰的设计理念注重于闪击和速战速决，在一次切入中完成数个战术任务。

大量运用仿生学原理设计舰船模型的北极星舰船往往有结构过于脆弱的话柄，而这一艘激进的巡洋舰则用高度特化的突击能力有效地弥补了这一缺陷。无论是从远处进行支援，还是在近程即时机动，它卓越的表现都能让所有尝试这种先进武装的舰长眼前一亮。

如果忽略掉过于昂贵以及补给需求方面的过高要求，它会成为北极星之首最为灵活而高效的护卫舰杀手。",,,
PLSP_spectrum,SHIP,"光谱级巡洋舰可以被认为是正面火力特化的玻璃刀式轻型巡洋舰。作为这一规格下的舰船，它远比其他绝大多数常规巡洋舰脆弱，但是被高度重视的远程压制能力将尽可能弥补这一缺点。

相对不足的防御能力并不意味着它只能在小型战场上发挥威力。一套常见但极其重要的紧急控制系统能在关键时刻提供足够的机动能力，而无论是在战术性后撤还是追逐灵活的小型目标上，这种优越的设计都能最大化每一个举动的效益。

它的战后维护流程也简于大部分构造更为复杂的巡洋舰，这在缓解了北极星后勤压力的同时促成了光谱级的大量装配。",,,
PLSP_heliumflash,SHIP,"舍弃了轻灵的机动，将最大程度的资源转移到对武器组的重视之上的结果。秉承着巡洋舰这传统分级一贯稳健的核心设计思路，它过度武装的炮组和量身定制的幅能冷凝系统将战术反击的策略无比强调。

氦闪级巡洋舰的蓝本最初将其描述为一种能带来决定性火力压制的战列舰，但因成本、生产要求等原因最后被降格为巡洋舰并设计完毕。扭曲的外壳之下隐藏的是高度发达的幅能通道网络和提高输送效率的空间栓，而这些部分再与一个附属核心控制器组合后则成为了它维持火力的保障，在保持强大耗散能力的同时用密集火力网拦下一切敢于靠近的目标。

除了它的主要优点之外，在维持战线的情况之下，低运作效率的护盾使之更倾向于抢占先机而非后来居上，从而加速了战场中伤亡交换的频率。",,,
PLSP_collapse,SHIP,"坍缩级巡洋舰有着相对该规模平均水平中较小的体积，相较于可自由设计的火力系统，它更擅长于利用一套内置的类震爆设备造成稳定的大规模损伤。

缓慢而笨重，相当厚实的装甲和优秀的抗动能涂层组成了这艘舰船与常规方案完全相同的防御手段。但它的幅能管理思路和北极星主流并不完全匹配，为暂存相位叠加器产生的过量幅能而特化了幅能容量，为低效的护盾创造更充足的缓冲余裕。

对小型目标最具有压迫能力的舰船之一，所有富有经验的护卫舰舰长都会在发现敌方舰队存在坍缩级巡洋舰后选择分散队形，主动放弃集群优势。",,,
PLSP_celestialobjectscholar,SHIP,"与绝大多数强调抢占制空权的航母设计不同，天体学者级航母更注重在优势下的围剿与在战场对落单目标的快速收割。

这种非传统角色的职能行使完全凭借于一套隐藏在主控中心之内的目标馈送器，它全功率实时扫描时的数据输出足以保证任何一次规模不大的轰炸行动的成功。值得一提的是，除去它可能搭载的战机之外，它自身的武装也足以支持对任何敢于进犯的敌人发动小规模雷击。

有大量情报指出，这艘舰船似乎和 趋光议会 存在着一定联系。双方对此均持续保持沉默。",,,
PLSP_flocculus,SHIP,"被认为是光斑级护卫舰的超重型升级版，这种被命名为谱斑级的战列舰能独自缓解一整个小型舰队的护盾压力，也保有不逊色于任何同级的战线维持能力。

速度方面的短板并没有掩盖住这种庞然大物的续航能力，远胜于子午线级甚至不输于凌日级的幅能容量和极不寻常的厚实结构，都能成为它面对来自猛烈炮火压力时的被动防御选择。除此之外，一套范围特化过的护盾强充能设备还能辅助友军抵御自身处理范围外的袭击。

而在火力方面，任何一位明智的舰长都不会忽视那三个可以集火同一目标的大型炮塔。",,,
PLSP_meridian,SHIP,"子午线级是一种超规格的高速战列巡洋舰，以舍弃少部分内嵌式防护为代价而在核心区域安置大量用以兼容正面武装的控制管道。而战列巡洋舰一贯的高速风格，也使之能不被战友的步伐限制，在战线侧翼来去自如。

北极星大规模战斗中真正的主要战力来源，保有远超绝大部分其他主力舰的追击、压制能力，在攻坚战斗中也不逊色于任何吨位更大的战列舰。在防护上作出的让步并不会对它突入敌群速战速决的战术造成过多妨碍，战列巡洋舰这一角色一贯的对于小型目标的歼灭能力也在这艘船上体现地淋漓尽致。

除去反传统的外形，这种经典的设计在某些方面往往是最简单高效的。",,,
PLSP_horizon,SHIP,"与用数量淹没敌人的主流思路相反，视界线级航母更注重于用一套远程增幅设备即时提升战机们的战场能力。除此之外，其本身效率可观的护盾发生器和幅能核心也支持这艘航母在关键时刻亲身上前填补战场空缺。

视界线级的象征意义或许更大于实际意义，鉴于它制造、维护的花销之大，它在战场上的出现更能表明出北极星之首破敌的决心。不过，作为一种设计前卫的战机运载平台，它高效的微缩纳米工厂和固化到控制台下的补助装置也表明这绝非纯粹的花瓶角色。

或许值得一提的是，这种强调质量而非数量的航母理论有效减少了战场中因为战机损失而造成的减员——尽管这并非这个方针的初衷。",,,
PLSP_transit,SHIP,"凌日级战列舰是本星域常见规格中最为宏伟却轻灵的战列舰之一，稳定，高效，完美。

限制它发挥实力的最大因素是战后的维护与保养工序。在战场中，这种稳健而不失灵敏的战列舰能借助类似于闪现的空间压缩器，对任何方向的目标作出快速反应。而除去花哨的设备，它高密度中子装甲和极度优越的护盾维持阵列，则是它真正作出对应行动的最大保障。仅有的缺憾可能在于它较为贫乏的持续性火力，但它能通过高瞬时爆发能力轻易抹去这个缺点。

只有在必要的时刻才会进入战场的战争机器，不会有任何保持正常理智的舰长愿意面对这种无情的对手。",,,
PLSP_axis,SHIP,"不常见的侧舷火力战列巡洋舰，有着与北极星风格完全不同的高机动力与战场周旋能力。除了额外的正面火力，它的护盾承载能力也显然高于另一艘热门的核心纪元战列巡洋舰。

全舰围绕极端火力这一特点进行设计，从构架上采用了以武器链接组件为核心排布其他模块的激进方案，从而获得搭载最具毁灭性武器的能力。据称，为了使这一战争平台更具有威慑力，北极星还不惜花费近乎奢华的研发成本设计了一套其专属的惯性加力系统，并附加了相对稳定的幅能耗散器。

其被北极星舰长们称为""启明星""的内置主炮，似乎象征着对某些既有现实的不满和行动的渴望。",,,
PLSP_magnitude,SHIP,"星等级是一种秉承着防御理念，为确保复杂制空环境下战机的高存活率而设计的特殊航母，但它的外形往往比实际作用要显得更为引人注目。

它紧凑的主体区域内，隐藏着两套直连外置甲板的战机整备线，以在占用最小空间的前提下充当有效机库的职能，且降低了维护不当的潜在风险。在集成化的保障下，它有着充足的余裕空间以安置一套涨落逆变发射器，能够在设备充分冷却的情况下调节子战机最易于受影响的护盾核心，使其免于被大部分常规手段的攻击威胁。

不过，和其他同规格舰船相比较为中庸的速度，限制了它转场的能力。但这个可以被放大到整个体系的缺点，事实上也是北极星舰队学说中不可或缺的一环。",,,



PLSP_vortexdrive,SHIP_SYSTEM,借由内置到引擎舱的爆发型相位线圈和小规模曲率抚缓器，这一套集成了多个大型组件的系统能让舰船在相位空间中高速突进一段距离，并在回到正常空间前推开附近的阻碍。,机动,,
PLSP_bluedrive,SHIP_SYSTEM,适配于战机的旋流驱动，以持续时长的急剧降低为代价完成了设备小型化。,机动,,
PLSP_emp,SHIP_SYSTEM,先进的高压 EMP 打击装置，调整过的电容重放策略能以更好的单次电击效果弥补持续时间的不足。,进攻,,
PLSP_timedisturbance,SHIP_SYSTEM,借由被称为时流裂位仪的复杂设备，在短暂充能后产生一阵剧烈的相位爆发，显著降低附近所有舰船的时间流动。这个改进后的型号可以使自己和友军幸免于难。,辅助,,
PLSP_shellsystem,SHIP_SYSTEM,激发一套暂时性护盾固化器，显著提高护盾展开速度和抵抗能力，但在持续过程中无法使用武器或关闭护盾。,防御,,
PLSP_shellarea,SHIP_SYSTEM,激发一套携带了能量配送器的暂时性护盾固化器，提高自身护盾展开速度和抵抗能力的同时增益附近的友方护盾，但在持续过程中无法使用武器或关闭护盾。,防御,,
PLSP_displacer,SHIP_SYSTEM,借助四个不同子空间的同位置涨落差分解自身以避免违背物理法则。长程传送大型舰体，同时抹除敌意抛射体。,机动,,
PLSP_reddisplacer,SHIP_SYSTEM,适配于战机的星潜闪现，以使用次数的急剧降低为代价完成了设备小型化。,机动,,
PLSP_energycondenser,SHIP_SYSTEM,将武器产生的幅能导入预先冷却的附属核心并留至此后处理，降低武器幅能产生并提升峰值火力限度。核心控制器起效时将持续产生硬幅能。,进攻,,
PLSP_repairlink,SHIP_SYSTEM,物质传输装置，能以脉冲形式将轻质材料运输至战机的装甲缺陷处并粘合，也可以借助派生效果大幅缓解目标的幅能压力。,战机,,
PLSP_darkcollapse,SHIP_SYSTEM,暂时将 P 空间的一小片叠加到一定距离内的指定区域中，对影响范围内的任何目标造成毁灭性打击。无法锁定战机或战列舰以及空间站目标。,进攻,,
PLSP_eventdisturb,SHIP_SYSTEM,为一定范围内的一个非战机友军目标(包括自身)施加一层事件解构屏障，在一段时间内为其抹除可能命中自身的弹幕。,防御,,
PLSP_targetingfeed,SHIP_SYSTEM,启动一套经过精心重定向过的逆变馈送器，实时调节战机的护盾发生器以将来袭伤害转为幅能耗散。,战机,,
PLSP_polegenerator,SHIP_SYSTEM,直连主控系统的小型时流设备，与大多数类似的装置相比缺乏持续能力，但它能在提升舰船时间流动速度的同时提升防御能力。,防御,,
PLSP_sensordisturb,SHIP_SYSTEM,类似于通讯干扰器，但它反制的是所有舰船都配备的格式传感阵列。极大程度降低一定范围内所有敌舰的索敌能力和武器射程。,防御,,
PLSP_solarwind,SHIP_SYSTEM,吸收星际物质，短暂加热后投射出足以比拟微型太阳风的灼热物质，极大地减缓影响范围内敌方的速度并对其施加高爆伤害。,防御,,
PLSP_axisdrive,SHIP_SYSTEM,更为精巧的翘曲设备，利用舰船质量惯性而非指定方向以开辟曲率通道。向舰船速度方向高速位移一段距离，期间允许调整舰船姿态，且调制稳态力场将使舰船免疫非能量伤害。,机动,,
PLSP_reservedrone,SHIP_SYSTEM,投送携带有燃星级鱼雷的无人机，对失去护盾的目标造成无法挽回的沉重打击。成功返航的无人机可以减免冷却时间。,进攻,,
PLSP_wanestrike,SHIP_SYSTEM,传送两枚隙片到目标附近，每一枚造成适量能量范围伤害，拥有一次冗余充能。,进攻,,



,,,,,

plspstar,CUSTOM,"一颗耀眼的 F 级恒星，能间歇性喷发出不那么强劲的太阳耀斑，但对于无反耀斑装置的舰船依然能造成干扰。

其温度约为 6000K，绝对星等约为 2.71。",,,
PLSP_planet1,CUSTOM,这一颗拥有脆弱生物圈的行星平稳地运行在几条小行星带之间。尽管并不便利的星际交通情况在一定程度上阻碍了这个星系监视点的经济发展，它独特的位置依然造就了它近乎完美的矿业条件和自然星际防御能力。,,,
PLSP_planet2,CUSTOM,Triglav 星系的关隘，曾经发生在这颗星球高空的拉锯战和低空的轰炸所带来的损伤 已经在它的表面留下了无法抹除的痕迹，但近乎完好无损的地下设施依然有能力安置无数居民和任何必要的军用机构。,,,
PLSP_planet3,CUSTOM,远在数条小行星带之外的岩质星球，过低的温度使得全球都存在着严实包裹了整个地表的永久冰层。不活跃的地核更大程度地增加了环境的险恶程度，只有被逼无路的落魄者才会考虑在此休整。,,,
PLSP_planet4,CUSTOM,一颗有着高温高压内核的气态巨星，过度稠密的大气和昏暗的光照阻止了无数次深入探索，被数条紧密的陨石带和两颗大到不正常的卫星所围绕，具有发展为矮褐星的潜质。,, ,
PLSP_planet5,CUSTOM,这一颗位于小行星带之内的星球 充当着临时军事基地的作用，借助天然屏障的同时抵抗着来自气态巨星巨大的潮汐力。它并没有向外输出远航必需品的职能。,,,
PLSP_planet6,CUSTOM,与大部分大体情况类似的星球不同的是，它并非全球都处于寒冷的环境之下。少部分依靠地热自然供暖的区域紧挨着绝佳的气矿收集场所，使得这颗行星的战略价值一再提高。,,,
#PLSP_relay,CUSTOM,基于一种不寻常的 FTL 发射基座所设计的传输装置，这套信号中转设备能在无人操控的情况下在陨石带中穿梭,,,
,,,,,
,,,,,
,,,,,
plsp,FACTION,"""北极星之首""，一个在大崩塌后迁入英仙座的神秘军阀势力。他们突然出现于第二次 AI 战争末尾的混乱时期，在各大势力忙于收拾残局之时以迅雷之势占据了 Triglav 星系原先由其他独立组织建立的殖民地。在此之后，他们被动地固守占据的领土，严格管控舰队行为和贸易流——这种消极到不正常的态度后来被证明为一种军事孤立主义。

北极星之首在和几乎所有势力签订和平协定之后就失去了公众关注，这对其他绝大部分势力都是值得庆幸的，因为它们没有精力也没有必要与这样一个持有外界科技的新兴组织对抗到底。但辛达强权将这种态度作为北极星脆弱的象征，并与后者引发了激烈冲突，即使战争早已陷入僵局，并不平静的冷战也延续至今。

或许值得担忧的是，它对于现有星际力量与格局的影响还没有任何展现的迹象，关于它的一切敏感信息都保持着冰冷太空一贯的未知。",,,




